Entity,Code,Year,Child mortality rate
Eswatini,SWZ,1998,9.87
Eswatini,SWZ,1999,10.41
Eswatini,SWZ,2000,10.91
Eswatini,SWZ,2001,11.26
Eswatini,SWZ,2002,11.43
Eswatini,SWZ,2003,11.57
Eswatini,SWZ,2004,11.62
Eswatini,SWZ,2005,11.55
Eswatini,SWZ,2006,10.53
Eswatini,SWZ,2007,10
Eswatini,SWZ,2008,9.82
Eswatini,SWZ,2009,9.25
Eswatini,SWZ,2010,8.18
Eswatini,SWZ,2011,6.81
Eswatini,SWZ,2012,6.38
Eswatini,SWZ,2013,6.16
Eswatini,SWZ,2014,6.17
Eswatini,SWZ,2015,5.86
Eswatini,SWZ,2016,5.53
Eswatini,SWZ,2017,5.43
Eswatini,SWZ,2018,5.1
Eswatini,SWZ,2019,5.16
Eswatini,SWZ,2020,4.98
Eswatini,SWZ,2021,4.76
Eswatini,SWZ,2022,4.62
Eswatini,SWZ,2023,4.5
Ethiopia,ETH,1966,27.76
Ethiopia,ETH,1967,24.89
Ethiopia,ETH,1968,24.84
Ethiopia,ETH,1969,24.79
Ethiopia,ETH,1970,24.74
Ethiopia,ETH,1971,24.71
Ethiopia,ETH,1972,24.66
Ethiopia,ETH,1973,24.63
Ethiopia,ETH,1974,28.31
Ethiopia,ETH,1975,28.18
Ethiopia,ETH,1976,24.51
Ethiopia,ETH,1977,24.46
Ethiopia,ETH,1978,24.37
Ethiopia,ETH,1979,24.24
Ethiopia,ETH,1980,24.04
Ethiopia,ETH,1981,23.79
Ethiopia,ETH,1982,23.46
Ethiopia,ETH,1983,32
Ethiopia,ETH,1984,31.43
Ethiopia,ETH,1985,30.32
Ethiopia,ETH,1986,29.68
Ethiopia,ETH,1987,21.45
Ethiopia,ETH,1988,21.04
Ethiopia,ETH,1989,20.62
Ethiopia,ETH,1990,20.17
Ethiopia,ETH,1991,19.67
Ethiopia,ETH,1992,19.13
Ethiopia,ETH,1993,18.54
Ethiopia,ETH,1994,17.9
Ethiopia,ETH,1995,17.24
Ethiopia,ETH,1996,16.58
Ethiopia,ETH,1997,15.92
Ethiopia,ETH,1998,15.29
Ethiopia,ETH,1999,14.67
Ethiopia,ETH,2000,14.04
Ethiopia,ETH,2001,13.41
Ethiopia,ETH,2002,12.77
Ethiopia,ETH,2003,12.14
Ethiopia,ETH,2004,11.5
Ethiopia,ETH,2005,10.88
Ethiopia,ETH,2006,10.29
Ethiopia,ETH,2007,9.74
Ethiopia,ETH,2008,9.23
Ethiopia,ETH,2009,8.76
Ethiopia,ETH,2010,8.32
Ethiopia,ETH,2011,7.91
Ethiopia,ETH,2012,7.53
Ethiopia,ETH,2013,7.16
Ethiopia,ETH,2014,6.82
Ethiopia,ETH,2015,6.49
Ethiopia,ETH,2016,6.17
Ethiopia,ETH,2017,5.89
Ethiopia,ETH,2018,5.64
Ethiopia,ETH,2019,5.41
Ethiopia,ETH,2020,5.2
Ethiopia,ETH,2021,5
Ethiopia,ETH,2022,4.82
Ethiopia,ETH,2023,4.65
Europe,,1968,3.04
Europe,,1969,2.94
Europe,,1970,2.83
Europe,,1971,2.78
Europe,,1972,2.67
Europe,,1973,2.57
Europe,,1974,2.48
Europe,,1975,2.39
Europe,,1976,2.3
Europe,,1977,2.22
Europe,,1978,2.17
Europe,,1979,2.09
Europe,,1980,2.02
Europe,,1981,1.96
Europe,,1982,1.89
Europe,,1983,1.83
Europe,,1984,1.8
Europe,,1985,1.78
Europe,,1986,1.72
Europe,,1987,1.66
Europe,,1988,1.61
Europe,,1989,1.55
Europe,,1990,1.5
Europe,,1991,1.46
Europe,,1992,1.45
Europe,,1993,1.41
Europe,,1994,1.36
Europe,,1995,1.32
Europe,,1996,1.28
Europe,,1997,1.23
Europe,,1998,1.19
Europe,,1999,1.14
Europe,,2000,1.08
Europe,,2001,1.03
Europe,,2002,0.98
Europe,,2003,0.93
Europe,,2004,0.88
Europe,,2005,0.83
Europe,,2006,0.79
Europe,,2007,0.75
Europe,,2008,0.71
Europe,,2009,0.68
Europe,,2010,0.66
Europe,,2011,0.63
Europe,,2012,0.61
Europe,,2013,0.59
Europe,,2014,0.57
Europe,,2015,0.55
Europe,,2016,0.53
Europe,,2017,0.51
Europe,,2018,0.49
Europe,,2019,0.47
Europe,,2020,0.46
Europe,,2021,0.44
Europe,,2022,0.44
Europe,,2023,0.42
European Union (27),,1968,3.23
European Union (27),,1969,3.11
European Union (27),,1970,2.96
European Union (27),,1971,2.81
European Union (27),,1972,2.67
European Union (27),,1973,2.54
European Union (27),,1974,2.42
European Union (27),,1975,2.29
European Union (27),,1976,2.16
European Union (27),,1977,2.04
European Union (27),,1978,1.93
European Union (27),,1979,1.83
European Union (27),,1980,1.74
European Union (27),,1981,1.67
European Union (27),,1982,1.59
European Union (27),,1983,1.52
European Union (27),,1984,1.46
European Union (27),,1985,1.41
European Union (27),,1986,1.37
European Union (27),,1987,1.33
European Union (27),,1988,1.28
European Union (27),,1989,1.23
European Union (27),,1990,1.18
European Union (27),,1991,1.14
European Union (27),,1992,1.09
European Union (27),,1993,1.04
European Union (27),,1994,0.99
European Union (27),,1995,0.94
European Union (27),,1996,0.89
European Union (27),,1997,0.84
European Union (27),,1998,0.8
European Union (27),,1999,0.76
European Union (27),,2000,0.72
European Union (27),,2001,0.69
European Union (27),,2002,0.67
European Union (27),,2003,0.64
European Union (27),,2004,0.62
European Union (27),,2005,0.59
European Union (27),,2006,0.57
European Union (27),,2007,0.54
European Union (27),,2008,0.52
European Union (27),,2009,0.5
European Union (27),,2010,0.48
European Union (27),,2011,0.47
European Union (27),,2012,0.45
European Union (27),,2013,0.44
European Union (27),,2014,0.43
European Union (27),,2015,0.42
European Union (27),,2016,0.42
European Union (27),,2017,0.41
European Union (27),,2018,0.4
European Union (27),,2019,0.39
European Union (27),,2020,0.38
European Union (27),,2021,0.38
European Union (27),,2022,0.38
European Union (27),,2023,0.37
Fiji,FJI,1940,14.64
Fiji,FJI,1941,14.48
Fiji,FJI,1942,14.37
Fiji,FJI,1943,14.22
Fiji,FJI,1944,14.08
Fiji,FJI,1945,13.93
Fiji,FJI,1946,13.75
Fiji,FJI,1947,13.54
Fiji,FJI,1948,13.29
Fiji,FJI,1949,12.98
Fiji,FJI,1950,12.62
Fiji,FJI,1951,12.19
Fiji,FJI,1952,11.7
Fiji,FJI,1953,11.18
Fiji,FJI,1954,10.64
Fiji,FJI,1955,10.12
Fiji,FJI,1956,9.62
Fiji,FJI,1957,9.14
Fiji,FJI,1958,8.7
Fiji,FJI,1959,8.28
Fiji,FJI,1960,7.89
Fiji,FJI,1961,7.53
Fiji,FJI,1962,7.21
Fiji,FJI,1963,6.9
Fiji,FJI,1964,6.61
Fiji,FJI,1965,6.35
Fiji,FJI,1966,6.14
Fiji,FJI,1967,5.97
Fiji,FJI,1968,5.84
Fiji,FJI,1969,5.75
Fiji,FJI,1970,5.69
Fiji,FJI,1971,5.66
Fiji,FJI,1972,5.63
Fiji,FJI,1973,5.59
Fiji,FJI,1974,5.52
Fiji,FJI,1975,5.41
Fiji,FJI,1976,5.27
Fiji,FJI,1977,5.1
Fiji,FJI,1978,4.9
Fiji,FJI,1979,4.68
Fiji,FJI,1980,4.46
Fiji,FJI,1981,4.24
Fiji,FJI,1982,4.03
Fiji,FJI,1983,3.84
Fiji,FJI,1984,3.67
Fiji,FJI,1985,3.51
Fiji,FJI,1986,3.37
Fiji,FJI,1987,3.24
Fiji,FJI,1988,3.12
Fiji,FJI,1989,3
Fiji,FJI,1990,2.89
Fiji,FJI,1991,2.78
Fiji,FJI,1992,2.68
Fiji,FJI,1993,2.6
Fiji,FJI,1994,2.52
Fiji,FJI,1995,2.45
Fiji,FJI,1996,2.39
Fiji,FJI,1997,2.35
Fiji,FJI,1998,2.31
Fiji,FJI,1999,2.28
Fiji,FJI,2000,2.27
Fiji,FJI,2001,2.26
Fiji,FJI,2002,2.27
Fiji,FJI,2003,2.28
Fiji,FJI,2004,2.31
Fiji,FJI,2005,2.33
Fiji,FJI,2006,2.35
Fiji,FJI,2007,2.35
Fiji,FJI,2008,2.32
Fiji,FJI,2009,2.28
Fiji,FJI,2010,2.22
Fiji,FJI,2011,2.16
Fiji,FJI,2012,2.1
Fiji,FJI,2013,2.07
Fiji,FJI,2014,2.06
Fiji,FJI,2015,2.09
Fiji,FJI,2016,2.16
Fiji,FJI,2017,2.27
Fiji,FJI,2018,2.41
Fiji,FJI,2019,2.57
Fiji,FJI,2020,2.72
Fiji,FJI,2021,2.83
Fiji,FJI,2022,2.89
Fiji,FJI,2023,2.91
Finland,FIN,1866,35.44
Finland,FIN,1867,36.25
Finland,FIN,1868,63.66
Finland,FIN,1869,22.59
Finland,FIN,1870,21.85
Finland,FIN,1871,22.59
Finland,FIN,1872,28.11
Finland,FIN,1873,29.91
Finland,FIN,1874,29.42
Finland,FIN,1875,27.78
Finland,FIN,1876,26.52
Finland,FIN,1877,26.19
Finland,FIN,1878,31.11
Finland,FIN,1879,24.09
Finland,FIN,1880,28.81
Finland,FIN,1881,31.92
Finland,FIN,1882,29.87
Finland,FIN,1883,26.3
Finland,FIN,1884,26.48
Finland,FIN,1885,28.81
Finland,FIN,1886,28.77
Finland,FIN,1887,22.59
Finland,FIN,1888,23.18
Finland,FIN,1889,23.45
Finland,FIN,1890,23.84
Finland,FIN,1891,26.94
Finland,FIN,1892,29.38
Finland,FIN,1893,24.14
Finland,FIN,1894,22.88
Finland,FIN,1895,20.25
Finland,FIN,1896,21.6
Finland,FIN,1897,19.96
Finland,FIN,1898,20.8
Finland,FIN,1899,24.1
Finland,FIN,1900,26.96
Finland,FIN,1901,25.63
Finland,FIN,1902,21.48
Finland,FIN,1903,21.23
Finland,FIN,1904,20.13
Finland,FIN,1905,21.62
Finland,FIN,1906,20.5
Finland,FIN,1907,19.46
Finland,FIN,1908,20.73
Finland,FIN,1909,18.5
Finland,FIN,1910,19.12
Finland,FIN,1911,18.29
Finland,FIN,1912,17.35
Finland,FIN,1913,17.52
Finland,FIN,1914,16.68
Finland,FIN,1915,16.79
Finland,FIN,1916,17.67
Finland,FIN,1917,19.18
Finland,FIN,1918,21.45
Finland,FIN,1919,22.5
Finland,FIN,1920,18.04
Finland,FIN,1921,14.02
Finland,FIN,1922,14.54
Finland,FIN,1923,14.48
Finland,FIN,1924,15.73
Finland,FIN,1925,12.17
Finland,FIN,1926,12.01
Finland,FIN,1927,13.95
Finland,FIN,1928,12.22
Finland,FIN,1929,13.86
Finland,FIN,1930,10.64
Finland,FIN,1931,10.27
Finland,FIN,1932,10.01
Finland,FIN,1933,10.66
Finland,FIN,1934,10.77
Finland,FIN,1935,9.43
Finland,FIN,1936,9.38
Finland,FIN,1937,9.55
Finland,FIN,1938,9.34
Finland,FIN,1939,9.95
Finland,FIN,1940,11.45
Finland,FIN,1941,9.12
Finland,FIN,1942,7.57
Finland,FIN,1943,7.9
Finland,FIN,1944,10.35
Finland,FIN,1945,9.87
Finland,FIN,1946,7.57
Finland,FIN,1947,7.55
Finland,FIN,1948,6.43
Finland,FIN,1949,4.77
Finland,FIN,1950,4.53
Finland,FIN,1951,4.3
Finland,FIN,1952,4.1
Finland,FIN,1953,3.91
Finland,FIN,1954,3.73
Finland,FIN,1955,3.56
Finland,FIN,1956,3.4
Finland,FIN,1957,3.22
Finland,FIN,1958,3.04
Finland,FIN,1959,2.86
Finland,FIN,1960,2.68
Finland,FIN,1961,2.53
Finland,FIN,1962,2.38
Finland,FIN,1963,2.25
Finland,FIN,1964,2.13
Finland,FIN,1965,2.02
Finland,FIN,1966,1.92
Finland,FIN,1967,1.84
Finland,FIN,1968,1.76
Finland,FIN,1969,1.68
Finland,FIN,1970,1.61
Finland,FIN,1971,1.54
Finland,FIN,1972,1.46
Finland,FIN,1973,1.39
Finland,FIN,1974,1.31
Finland,FIN,1975,1.23
Finland,FIN,1976,1.14
Finland,FIN,1977,1.06
Finland,FIN,1978,0.99
Finland,FIN,1979,0.92
Finland,FIN,1980,0.87
Finland,FIN,1981,0.82
Finland,FIN,1982,0.79
Finland,FIN,1983,0.76
Finland,FIN,1984,0.75
Finland,FIN,1985,0.73
Finland,FIN,1986,0.73
Finland,FIN,1987,0.72
Finland,FIN,1988,0.71
Finland,FIN,1989,0.69
Finland,FIN,1990,0.67
Finland,FIN,1991,0.64
Finland,FIN,1992,0.61
Finland,FIN,1993,0.58
Finland,FIN,1994,0.55
Finland,FIN,1995,0.52
Finland,FIN,1996,0.49
Finland,FIN,1997,0.47
Finland,FIN,1998,0.46
Finland,FIN,1999,0.44
Finland,FIN,2000,0.43
Finland,FIN,2001,0.42
Finland,FIN,2002,0.41
Finland,FIN,2003,0.4
Finland,FIN,2004,0.39
Finland,FIN,2005,0.37
Finland,FIN,2006,0.36
Finland,FIN,2007,0.35
Finland,FIN,2008,0.33
Finland,FIN,2009,0.32
Finland,FIN,2010,0.3
Finland,FIN,2011,0.29
Finland,FIN,2012,0.28
Finland,FIN,2013,0.26
Finland,FIN,2014,0.26
Finland,FIN,2015,0.25
Finland,FIN,2016,0.24
Finland,FIN,2017,0.24
Finland,FIN,2018,0.24
Finland,FIN,2019,0.23
Finland,FIN,2020,0.23
Finland,FIN,2021,0.23
Finland,FIN,2022,0.23
Finland,FIN,2023,0.23
France,FRA,1816,27.32
France,FRA,1817,28.35
France,FRA,1818,29.37
France,FRA,1819,31.22
France,FRA,1820,28.48
France,FRA,1821,28.73
France,FRA,1822,30.94
France,FRA,1823,28.92
France,FRA,1824,30.56
France,FRA,1825,30.57
France,FRA,1826,30.37
France,FRA,1827,28.45
France,FRA,1828,31.28
France,FRA,1829,28.43
France,FRA,1830,28.29
France,FRA,1831,28.35
France,FRA,1832,29.8
France,FRA,1833,28.65
France,FRA,1834,33.8
France,FRA,1835,27.73
France,FRA,1836,25.91
France,FRA,1837,27.41
France,FRA,1838,28.65
France,FRA,1839,26.8
France,FRA,1840,26.07
France,FRA,1841,26.25
France,FRA,1842,27.01
France,FRA,1843,26.89
France,FRA,1844,25.19
France,FRA,1845,23.69
France,FRA,1846,27.16
France,FRA,1847,25.81
France,FRA,1848,26.48
France,FRA,1849,30.11
France,FRA,1850,23.81
France,FRA,1851,26.21
France,FRA,1852,26.51
France,FRA,1853,24.44
France,FRA,1854,29.8
France,FRA,1855,27.87
France,FRA,1856,26.86
France,FRA,1857,28.55
France,FRA,1858,28.25
France,FRA,1859,34.73
France,FRA,1860,24.33
France,FRA,1861,29.11
France,FRA,1862,25.83
France,FRA,1863,27.52
France,FRA,1864,26.49
France,FRA,1865,28.33
France,FRA,1866,25.33
France,FRA,1867,26.35
France,FRA,1868,28.84
France,FRA,1869,27.36
France,FRA,1870,30.03
France,FRA,1871,34.39
France,FRA,1872,25.49
France,FRA,1873,26.7
France,FRA,1874,24.17
France,FRA,1875,24.57
France,FRA,1876,24.04
France,FRA,1877,23.7
France,FRA,1878,24.95
France,FRA,1879,23.54
France,FRA,1880,25.7
France,FRA,1881,24.41
France,FRA,1882,24.84
France,FRA,1883,24.79
France,FRA,1884,26
France,FRA,1885,24.02
France,FRA,1886,25
France,FRA,1887,24.26
France,FRA,1888,24.18
France,FRA,1889,22.95
France,FRA,1890,25.06
France,FRA,1891,23.55
France,FRA,1892,25.02
France,FRA,1893,24.9
France,FRA,1894,22.63
France,FRA,1895,22.82
France,FRA,1896,20.32
France,FRA,1897,20.7
France,FRA,1898,22.85
France,FRA,1899,23.42
France,FRA,1900,22.4
France,FRA,1901,20.66
France,FRA,1902,19.66
France,FRA,1903,19.44
France,FRA,1904,20.17
France,FRA,1905,19.06
France,FRA,1906,20
France,FRA,1907,18.4
France,FRA,1908,18.16
France,FRA,1909,16.75
France,FRA,1910,16.01
France,FRA,1911,20.43
France,FRA,1912,15.7
France,FRA,1913,16.3
France,FRA,1914,15.51
France,FRA,1915,16.59
France,FRA,1916,16.42
France,FRA,1917,18.1
France,FRA,1918,22.16
France,FRA,1919,17.78
France,FRA,1920,16.78
France,FRA,1921,15.52
France,FRA,1922,11.91
France,FRA,1923,13.4
France,FRA,1924,11.89
France,FRA,1925,12.75
France,FRA,1926,13.42
France,FRA,1927,11.8
France,FRA,1928,12.66
France,FRA,1929,13.02
France,FRA,1930,10.94
France,FRA,1931,10.47
France,FRA,1932,10.62
France,FRA,1933,10.04
France,FRA,1934,9.77
France,FRA,1935,9.18
France,FRA,1936,9.24
France,FRA,1937,8.98
France,FRA,1938,8.95
France,FRA,1939,8.57
France,FRA,1940,11.53
France,FRA,1941,9.41
France,FRA,1942,9.66
France,FRA,1943,10.11
France,FRA,1944,10.5
France,FRA,1945,13.63
France,FRA,1946,9.73
France,FRA,1947,8.27
France,FRA,1948,6.51
France,FRA,1949,6.12
France,FRA,1950,5.71
France,FRA,1951,5.33
France,FRA,1952,4.97
France,FRA,1953,4.63
France,FRA,1954,4.31
France,FRA,1955,4.01
France,FRA,1956,3.74
France,FRA,1957,3.48
France,FRA,1958,3.24
France,FRA,1959,3.03
France,FRA,1960,2.85
France,FRA,1961,2.7
France,FRA,1962,2.57
France,FRA,1963,2.45
France,FRA,1964,2.34
France,FRA,1965,2.24
France,FRA,1966,2.14
France,FRA,1967,2.06
France,FRA,1968,1.99
France,FRA,1969,1.91
France,FRA,1970,1.82
France,FRA,1971,1.74
France,FRA,1972,1.66
France,FRA,1973,1.6
France,FRA,1974,1.54
France,FRA,1975,1.49
France,FRA,1976,1.44
France,FRA,1977,1.39
France,FRA,1978,1.34
France,FRA,1979,1.28
France,FRA,1980,1.24
France,FRA,1981,1.19
France,FRA,1982,1.15
France,FRA,1983,1.11
France,FRA,1984,1.07
France,FRA,1985,1.04
France,FRA,1986,1.01
France,FRA,1987,0.98
France,FRA,1988,0.96
France,FRA,1989,0.93
France,FRA,1990,0.9
France,FRA,1991,0.86
France,FRA,1992,0.81
France,FRA,1993,0.75
France,FRA,1994,0.7
France,FRA,1995,0.65
France,FRA,1996,0.61
France,FRA,1997,0.58
France,FRA,1998,0.57
France,FRA,1999,0.55
France,FRA,2000,0.54
France,FRA,2001,0.52
France,FRA,2002,0.51
France,FRA,2003,0.49
France,FRA,2004,0.48
France,FRA,2005,0.46
France,FRA,2006,0.45
France,FRA,2007,0.44
France,FRA,2008,0.44
France,FRA,2009,0.43
France,FRA,2010,0.42
France,FRA,2011,0.42
France,FRA,2012,0.41
France,FRA,2013,0.41
France,FRA,2014,0.41
France,FRA,2015,0.42
France,FRA,2016,0.42
France,FRA,2017,0.42
France,FRA,2018,0.42
France,FRA,2019,0.42
France,FRA,2020,0.42
France,FRA,2021,0.43
France,FRA,2022,0.43
France,FRA,2023,0.43
Gabon,GAB,1944,35.97
Gabon,GAB,1945,34.92
Gabon,GAB,1946,33.85
Gabon,GAB,1947,32.85
Gabon,GAB,1948,31.89
Gabon,GAB,1949,30.98
Gabon,GAB,1950,30.09
Gabon,GAB,1951,29.19
Gabon,GAB,1952,28.33
Gabon,GAB,1953,27.44
Gabon,GAB,1954,26.61
Gabon,GAB,1955,25.78
Gabon,GAB,1956,24.95
Gabon,GAB,1957,24.13
Gabon,GAB,1958,23.34
Gabon,GAB,1959,22.59
Gabon,GAB,1960,21.87
Gabon,GAB,1961,21.16
Gabon,GAB,1962,20.49
Gabon,GAB,1963,19.83
Gabon,GAB,1964,19.18
Gabon,GAB,1965,18.55
Gabon,GAB,1966,17.94
Gabon,GAB,1967,17.35
Gabon,GAB,1968,16.78
Gabon,GAB,1969,16.24
Gabon,GAB,1970,15.69
Gabon,GAB,1971,15.16
Gabon,GAB,1972,14.65
Gabon,GAB,1973,14.18
Gabon,GAB,1974,13.71
Gabon,GAB,1975,13.25
Gabon,GAB,1976,12.81
Gabon,GAB,1977,12.38
Gabon,GAB,1978,11.96
Gabon,GAB,1979,11.56
Gabon,GAB,1980,11.17
Gabon,GAB,1981,10.8
Gabon,GAB,1982,10.45
Gabon,GAB,1983,10.12
Gabon,GAB,1984,9.81
Gabon,GAB,1985,9.52
Gabon,GAB,1986,9.26
Gabon,GAB,1987,9.03
Gabon,GAB,1988,8.82
Gabon,GAB,1989,8.64
Gabon,GAB,1990,8.49
Gabon,GAB,1991,8.35
Gabon,GAB,1992,8.24
Gabon,GAB,1993,8.14
Gabon,GAB,1994,8.06
Gabon,GAB,1995,7.98
Gabon,GAB,1996,7.89
Gabon,GAB,1997,7.79
Gabon,GAB,1998,7.67
Gabon,GAB,1999,7.53
Gabon,GAB,2000,7.37
Gabon,GAB,2001,7.19
Gabon,GAB,2002,7.01
Gabon,GAB,2003,6.81
Gabon,GAB,2004,6.6
Gabon,GAB,2005,6.39
Gabon,GAB,2006,6.21
Gabon,GAB,2007,5.99
Gabon,GAB,2008,5.77
Gabon,GAB,2009,5.57
Gabon,GAB,2010,5.35
Gabon,GAB,2011,5.14
Gabon,GAB,2012,4.94
Gabon,GAB,2013,4.73
Gabon,GAB,2014,4.57
Gabon,GAB,2015,4.42
Gabon,GAB,2016,4.24
Gabon,GAB,2017,4.1
Gabon,GAB,2018,3.96
Gabon,GAB,2019,3.8
Gabon,GAB,2020,3.62
Gabon,GAB,2021,3.52
Gabon,GAB,2022,3.41
Gabon,GAB,2023,3.32
Gambia,GMB,1956,39.18
Gambia,GMB,1957,38.38
Gambia,GMB,1958,37.64
Gambia,GMB,1959,36.9
Gambia,GMB,1960,36.17
Gambia,GMB,1961,35.48
Gambia,GMB,1962,34.76
Gambia,GMB,1963,34.1
Gambia,GMB,1964,33.45
Gambia,GMB,1965,32.78
Gambia,GMB,1966,32.13
Gambia,GMB,1967,31.48
Gambia,GMB,1968,30.85
Gambia,GMB,1969,30.2
Gambia,GMB,1970,29.54
Gambia,GMB,1971,28.87
Gambia,GMB,1972,28.19
Gambia,GMB,1973,27.52
Gambia,GMB,1974,26.85
Gambia,GMB,1975,26.18
Gambia,GMB,1976,25.51
Gambia,GMB,1977,24.86
Gambia,GMB,1978,24.22
Gambia,GMB,1979,23.58
Gambia,GMB,1980,22.95
Gambia,GMB,1981,22.3
Gambia,GMB,1982,21.65
Gambia,GMB,1983,21.01
Gambia,GMB,1984,20.36
Gambia,GMB,1985,19.7
Gambia,GMB,1986,19.05
Gambia,GMB,1987,18.41
Gambia,GMB,1988,17.78
Gambia,GMB,1989,17.19
Gambia,GMB,1990,16.61
Gambia,GMB,1991,16.04
Gambia,GMB,1992,15.48
Gambia,GMB,1993,14.93
Gambia,GMB,1994,14.38
Gambia,GMB,1995,13.85
Gambia,GMB,1996,13.31
Gambia,GMB,1997,12.79
Gambia,GMB,1998,12.28
Gambia,GMB,1999,11.79
Gambia,GMB,2000,11.31
Gambia,GMB,2001,10.85
Gambia,GMB,2002,10.39
Gambia,GMB,2003,9.95
Gambia,GMB,2004,9.52
Gambia,GMB,2005,9.11
Gambia,GMB,2006,8.71
Gambia,GMB,2007,8.33
Gambia,GMB,2008,7.98
Gambia,GMB,2009,7.64
Gambia,GMB,2010,7.31
Gambia,GMB,2011,7.01
Gambia,GMB,2012,6.73
Gambia,GMB,2013,6.45
Gambia,GMB,2014,6.18
Gambia,GMB,2015,5.93
Gambia,GMB,2016,5.7
Gambia,GMB,2017,5.47
Gambia,GMB,2018,5.27
Gambia,GMB,2019,5.07
Gambia,GMB,2020,4.89
Gambia,GMB,2021,4.72
Gambia,GMB,2022,4.56
Gambia,GMB,2023,4.41
Georgia,GEO,1975,7.12
Georgia,GEO,1976,6.86
Georgia,GEO,1977,6.61
Georgia,GEO,1978,6.36
Georgia,GEO,1979,6.13
Georgia,GEO,1980,5.9
Georgia,GEO,1981,5.69
Georgia,GEO,1982,5.49
Georgia,GEO,1983,5.31
Georgia,GEO,1984,5.16
Georgia,GEO,1985,5.04
Georgia,GEO,1986,4.94
Georgia,GEO,1987,4.87
Georgia,GEO,1988,4.82
Georgia,GEO,1989,4.78
Georgia,GEO,1990,4.75
Georgia,GEO,1991,4.72
Georgia,GEO,1992,4.68
Georgia,GEO,1993,4.63
Georgia,GEO,1994,4.56
Georgia,GEO,1995,4.47
Georgia,GEO,1996,4.36
Georgia,GEO,1997,4.22
Georgia,GEO,1998,4.05
Georgia,GEO,1999,3.85
Georgia,GEO,2000,3.63
Georgia,GEO,2001,3.39
Georgia,GEO,2002,3.13
Georgia,GEO,2003,2.87
Georgia,GEO,2004,2.6
Georgia,GEO,2005,2.35
Georgia,GEO,2006,2.12
Georgia,GEO,2007,1.9
Georgia,GEO,2008,1.72
Georgia,GEO,2009,1.55
Georgia,GEO,2010,1.41
Georgia,GEO,2011,1.3
Georgia,GEO,2012,1.21
Georgia,GEO,2013,1.14
Georgia,GEO,2014,1.09
Georgia,GEO,2015,1.05
Georgia,GEO,2016,1.02
Georgia,GEO,2017,1
Georgia,GEO,2018,0.98
Georgia,GEO,2019,0.97
Georgia,GEO,2020,0.96
Georgia,GEO,2021,0.95
Georgia,GEO,2022,0.93
Georgia,GEO,2023,0.92
Germany,DEU,1836,47.42
Germany,DEU,1837,49.04
Germany,DEU,1838,48.23
Germany,DEU,1839,46.28
Germany,DEU,1840,48.56
Germany,DEU,1841,48.72
Germany,DEU,1842,51.64
Germany,DEU,1843,46.61
Germany,DEU,1844,46.61
Germany,DEU,1845,46.93
Germany,DEU,1846,51.64
Germany,DEU,1847,46.45
Germany,DEU,1848,50.67
Germany,DEU,1849,46.28
Germany,DEU,1850,48.23
Germany,DEU,1851,46.61
Germany,DEU,1852,48.4
Germany,DEU,1853,46.28
Germany,DEU,1854,47.26
Germany,DEU,1855,46.28
Germany,DEU,1856,41.09
Germany,DEU,1857,49.86
Germany,DEU,1858,46.93
Germany,DEU,1859,52.62
Germany,DEU,1860,42.22
Germany,DEU,1863,48.4
Germany,DEU,1864,48.23
Germany,DEU,1865,53.92
Germany,DEU,1866,48.88
Germany,DEU,1867,50.67
Germany,DEU,1868,49.86
Germany,DEU,1869,47.58
Germany,DEU,1870,48.4
Germany,DEU,1871,53.59
Germany,DEU,1872,48.88
Germany,DEU,1873,49.86
Germany,DEU,1874,48.23
Germany,DEU,1875,39.32
Germany,DEU,1876,37.05
Germany,DEU,1877,36.57
Germany,DEU,1878,36.73
Germany,DEU,1879,35.44
Germany,DEU,1880,39
Germany,DEU,1881,36.41
Germany,DEU,1882,37.05
Germany,DEU,1883,37.7
Germany,DEU,1884,38.19
Germany,DEU,1885,36.73
Germany,DEU,1886,38.19
Germany,DEU,1887,35.28
Germany,DEU,1888,35.44
Germany,DEU,1889,36.73
Germany,DEU,1890,36.73
Germany,DEU,1891,35.6
Germany,DEU,1892,37.38
Germany,DEU,1893,36.41
Germany,DEU,1894,35.6
Germany,DEU,1895,37.38
Germany,DEU,1896,33.83
Germany,DEU,1897,36.09
Germany,DEU,1898,34.15
Germany,DEU,1899,35.12
Germany,DEU,1900,37.22
Germany,DEU,1901,33.66
Germany,DEU,1902,29.75
Germany,DEU,1903,33.18
Germany,DEU,1904,31.88
Germany,DEU,1905,33.34
Germany,DEU,1906,30.08
Germany,DEU,1907,28.6
Germany,DEU,1908,28.93
Germany,DEU,1909,27.62
Germany,DEU,1910,26.35
Germany,DEU,1911,31.23
Germany,DEU,1912,23.7
Germany,DEU,1913,24.43
Germany,DEU,1914,26.68
Germany,DEU,1915,23.88
Germany,DEU,1916,22.41
Germany,DEU,1917,24.06
Germany,DEU,1918,25.67
Germany,DEU,1919,23.33
Germany,DEU,1920,20.72
Germany,DEU,1921,21.28
Germany,DEU,1922,20.53
Germany,DEU,1923,20.72
Germany,DEU,1924,16.41
Germany,DEU,1925,15.85
Germany,DEU,1926,15.3
Germany,DEU,1927,14.38
Germany,DEU,1928,12.94
Germany,DEU,1929,14.38
Germany,DEU,1930,12.24
Germany,DEU,1931,11.89
Germany,DEU,1932,11.2
Germany,DEU,1933,10.86
Germany,DEU,1934,9.04
